home_team,away_team,home_goals,away_goals,result,season,season_start
West Ham United,Crystal Palace,0.0,1.0,A,2013-2014,2013
Chelsea,Sunderland,1.0,2.0,A,2013-2014,2013
Norwich City,Liverpool,2.0,3.0,A,2013-2014,2013
Hull City,Arsenal,0.0,3.0,A,2013-2014,2013
Everton,Manchester United,2.0,0.0,H,2013-2014,2013
Manchester City,West Bromwich Albion,3.0,1.0,H,2013-2014,2013
Southampton,Everton,2.0,0.0,H,2013-2014,2013
Fulham,Hull City,2.0,2.0,D,2013-2014,2013
Stoke City,Tottenham Hotspur,0.0,1.0,A,2013-2014,2013
Swansea City,Aston Villa,4.0,1.0,H,2013-2014,2013
West Bromwich Albion,West Ham United,1.0,0.0,H,2013-2014,2013
Manchester United,Norwich City,4.0,0.0,H,2013-2014,2013
Sunderland,Cardiff City,4.0,0.0,H,2013-2014,2013
Liverpool,Chelsea,0.0,2.0,A,2013-2014,2013
Crystal Palace,Manchester City,0.0,2.0,A,2013-2014,2013
Arsenal,Newcastle United,3.0,0.0,H,2013-2014,2013
West Ham United,Tottenham Hotspur,2.0,0.0,H,2013-2014,2013
Aston Villa,Hull City,3.0,1.0,H,2013-2014,2013
Manchester United,Sunderland,0.0,1.0,A,2013-2014,2013
Newcastle United,Cardiff City,3.0,0.0,H,2013-2014,2013
Stoke City,Fulham,4.0,1.0,H,2013-2014,2013
Swansea City,Southampton,0.0,1.0,A,2013-2014,2013
Everton,Manchester City,2.0,3.0,A,2013-2014,2013
Arsenal,West Bromwich Albion,1.0,0.0,H,2013-2014,2013
Chelsea,Norwich City,0.0,0.0,D,2013-2014,2013
Crystal Palace,Liverpool,3.0,3.0,D,2013-2014,2013
Manchester United,Hull City,3.0,1.0,H,2013-2014,2013
Manchester City,Aston Villa,4.0,0.0,H,2013-2014,2013
Sunderland,West Bromwich Albion,2.0,0.0,H,2013-2014,2013
Cardiff City,Chelsea,1.0,2.0,A,2013-2014,2013
Fulham,Crystal Palace,2.0,2.0,D,2013-2014,2013
Hull City,Everton,0.0,2.0,A,2013-2014,2013
Liverpool,Newcastle United,2.0,1.0,H,2013-2014,2013
Manchester City,West Ham United,2.0,0.0,H,2013-2014,2013
Norwich City,Arsenal,0.0,2.0,A,2013-2014,2013
Southampton,Manchester United,1.0,1.0,D,2013-2014,2013
Sunderland,Swansea City,1.0,3.0,A,2013-2014,2013
Tottenham Hotspur,Aston Villa,3.0,0.0,H,2013-2014,2013
West Bromwich Albion,Stoke City,1.0,2.0,A,2013-2014,2013
Manchester United,Swansea City,1.0,2.0,A,2014-2015,2014
Leicester City,Everton,2.0,2.0,D,2014-2015,2014
Queens Park Rangers,Hull City,0.0,1.0,A,2014-2015,2014
Stoke City,Aston Villa,0.0,1.0,A,2014-2015,2014
West Bromwich Albion,Sunderland,2.0,2.0,D,2014-2015,2014
West Ham United,Tottenham Hotspur,0.0,1.0,A,2014-2015,2014
Arsenal,Crystal Palace,2.0,1.0,H,2014-2015,2014
Liverpool,Southampton,2.0,1.0,H,2014-2015,2014
Newcastle United,Manchester City,0.0,2.0,A,2014-2015,2014
Burnley,Chelsea,1.0,3.0,A,2014-2015,2014
Aston Villa,Newcastle United,0.0,0.0,D,2014-2015,2014
